content,url,timestamp,dump,segment,image_urls
".
Source Code: Copyright for my GPLed source code should revert to the Free Software Foundation. They seem to have a reasonable policy about letting people use the code.
Websites: Please keep the websites operational where possible, with content written by me kept untouched where appropriate. Appropriate pages (e.g. on aaronsw.com) may contain a notice about what happened with a link to more info. The front page of aaronsw.com should be redone as appropriate with a link to the old page.
Grave
I'd like to rest someplace that won't kill me. That means access to oxygen (although direct access would probably be bad) and not having to climb through six feet of dirt.
and, appropriately, he concluded: “Oh, and BTW, I'll miss you all.”
We miss you too, Aaron—your number is still in my phone. May you find the peace you always sought.
Promoted Comments
don't know much Perl) but I do think what you're doing is pretty cool,
so I thought I'd hang out here and follow along (and probably pester a
bit).
He attended a symposium in Stanford in 2001 with geeks from the web world, especially W3C. He was on the RDF W3C working group (via a cunning hack called the HTML writers guild IIRC). All at the grand old age of 14. The following year he visited the UK (for a working group meeting? I forget) where I met him. He was a sweet, smart, nerdy kid. What made him different was probably his confidence in his own views, and his ability to communicate with adult engineers on their level. The internet made that possible to a large degree, since his precocious nature wasn't apparent.
The Winer quote makes me chuckle, since he listed Aaron as one of his enemies within a year. Very Winer-ish :-) Aaron seems to have maintained that knack for gaining adversaries into his 20s. (His recent trouble brings to mind ""Who breaks a butterfly upon a wheel?"")
RIP",http://anewdomain.net/2013/01/22/apple-ios-parental-controls/,2013-05-18 10:53:10,CC-MAIN-2013-20,1368696382261,"[['http://db.androidspin.com/buildphotos/no-screen-shot-found-large.jpg', None]]"
"Noven Pharmaceuticals, a Miami pharmaceutical company, is working with Procter & Gamble on a testosterone patch in continuing attempts to find a treatment for women with low sexual desire.
Although the patch still has to gain regulatory approval, speculation already is occurring about how many women would receive help from the patch.
The patch could help some women, especially those near menopause with low testosterone levels, Amanda Richards-Bullock, an obstetrician- gynecologist at the University of Miami, said in a Miami Herald article.
Other women may need different treatments. They could be depressed, be overextended, or have a physical problem, such as vaginal pain. Taking antidepressants also can cause reduce sex drive.
Richards-Bullock thinks boomer women will want solutions to a low sex drive to have an equivalent to Viagra, which helps many men improve their sexual performance.
”Prior to the Viagra era, women just accepted that men lost interest” as they got older and women did too, she said in the article. ”But now men are continuing to have satisfying activity,” thanks to the blue-diamond pills, and they’re looking to their spouses to join them.
Low sexual drive is a recognized disorder in medical textbooks, Eva Ritvo, a University of Miami psychiatrist, said in article. “For some patients, it can be an agonizing problem,” Ritvo said, adding, “But if a woman gets to a certain age and isn’t bothered by a lack of desire, that’s fine too.”
The testostrone patch has been on the market for some time in Europe. It’s approved for use only for women who have had hysterectomies.
No estimated date is available for when the patch could appear on the market. Procter & Gamble began working with Noven five years ago on the patch, and has been in talks with the Food and Drug Administration for four years on how to proceed. No agreement has been reached with the federal agency.
For more information for boomer consumers, see my blog The Survive and Thrive Boomer Guide.",http://asweetlife.org/news/diabetes-and-pre-diabetes-accounted-for-218-billion-in-costs-in-2007-2/,2013-05-18 11:02:56,CC-MAIN-2013-20,1368696382261,[]
"Here are a few tidbits of local restaurant/bar news from our lovely Beaumont Village area:
As most everyone probably knows by now, Fife closed earlier this year. The premiere restaurant in the Village is set to be replaced by Soluna Grill, run by a new chef in town who lives about two miles from the restaurant. Soluna is set for a September 1st opening. Will it be able to garner the same status Fife did? We will have to wait to see.
UPDATE: It was confirmed to me Parisi's will close by August 22. A new, as yet not named, restaurant will reportedly be taking over the space. The reason for leaving - tired of doing retail - that's fair. Word is Parisi's, the gelato shop in the same center as Green Dog Pet Supply, is closing. No word as to why, but it is said they will be out by mid-August.
Vite, the wine bar behind Parisi's, is under new management and will open afternoons coming up in the next few weeks.
Blackbird Wine Shop is preparing to expand, taking over the larger space along Fremont which once housed Bella Lulu's. They've got a liquor license already posted in the window and it is said by businesses around them they will be offering nibbles in house to enjoy with their wines.",http://acedmagazine.com/willie-garson-eats-cake-in-periods-films-latest-short-fops/,2013-05-18 10:52:55,CC-MAIN-2013-20,1368696382261,[]
"The ""xfb"" list is for those discussions that wander ""off topic"" on the normal ""fb list"", drive hard core programmers crazy, while consistently educating and amusing others of us. Recent discussions covered non-fb topics such as cooking chickens, genre profiling, max VM size, painted on doorways as described by ""waiters"", Goth fetish clothing, and how to keep Masochists happy. Covington says: Can we get some people in here who live during the hours of 10-2AM EST? Where are the Californians and Canadians when you need them. Remember, don't eat any ""food"" in the Three Chickens Restaurant. To join the ""xfb list"": All requests must be sent to: To: requests@... <mailto:requests@...> The commands should appear in the body of the message, not the subject. To subscribe: To: requests@... Subject: Body: subscribe xfb To unsubscribe: To: requests@... Subject: Body: unsubscribe xfb To subscribe to the daily digest: To: requests@... Subject: Body: subscribe digest xfb To unsubscribe from the daily digest: To: requests@... Subject: Body: unsubscribe digest xfb For extra information there is help: To: requests@... Subject: Body: help If you have problems using these commands, you can contact the list server administrator at: Peter Bancroft <mailto:peter@...>",http://autos.jdpower.com/content/blog-post/ByuoEr1/honda-replaces-ima-hybrid-technology-with-new-sport-hybrid-systems.htm,2013-05-18 10:53:07,CC-MAIN-2013-20,1368696382261,[]
"nginx PSGI module
via github.com
« CGI::Application - search.cpan.org | Main | Deploying Plack Web Applications: OSCON 2011 - O'Reilly Conferences, July 25 - 29, 2011, Portland, OR »
This is only a preview. Your comment has not yet been posted.
As a final step before posting your comment, enter the letters and numbers you see in the image below. This prevents automated programs from posting comments.
Having trouble reading this image? View an alternate.",http://beyondyouandme.blogspot.com/2005/09/another-look-at-cassie-through-meme.html,2013-05-18 10:22:11,CC-MAIN-2013-20,1368696382261,[]
"Hydrology of the Bow River
There’s a word beneath the water, and the Bow River belongs to God. Have you been listening?
><<
Being Fruitful
Many people use the words ""dominion"" and ""subdue"" as ""unconditional permission to use the world as they please."" I came to realize, like many, that such an interpretation is contradicted by the rest of the Bible.
>.
>.",http://balneus.wordpress.com/2007/09/05/pells-quadrant-essay-is-sooooo-wrong/,2013-05-18 10:31:01,CC-MAIN-2013-20,1368696382261,[]
"The day he accepted the Florida job, Will Muschamp began to hear the comparisons to his mentor, Alabama coach Nick Saban.
They couldn’t be more accurate, especially after Muschamp, in his first SEC Media Days, detailed the strange case of tailback Jeff Demps.
One of the fastest men in the world, Demps left for Europe this summer to run track with the U.S. national team, and there has been non-stop speculation about his departure from the Gators.
“I don’t deal in rumors, I don’t deal in message boards,” Muschamp said.
When asked if he had spoken to Demps, a critical component (along with Chris Rainey) of Florida’s undersized but speedy backfield, Muschamp said he had spoken to Demps on the phone and that he expects him to play at Florida this fall.
That response was followed by this Saban-esque jewel: “He wanted to run with the U.S. team, he wanted to go to Italy. When he comes back, we’re going to reevaluate where he is. I deal with people eyeball to eyeball. And I ain’t never been to Italy.”
If Demps doesn’t return to Florida, the Gators' tailback options would be reduced to scatbacks Rainey, Mike Gillislee and 200-pound redshirt freshman Mack Brown. That’s not a good sign for Charlie Weis’ pro-style offense, which relies heavily on downhill running and play action passing.
Weis thinks Rainey and Demps can each handle 20-plus carries a game and relieve some of the pressure from quarterback John Brantley to constantly make third-and-long plays (see: 2010). Without Demps, the Florida running game is Rainey and two players (Gillislee and Brown) who have battled injuries their entire career.
“We’re going to be balanced on offense,” said Florida wideout Deonte Williams. “We’re excited about where we are offensively.”
Join the conversation",http://ballotpedia.org/wiki/index.php/James_Patrick,2013-05-18 10:30:58,CC-MAIN-2013-20,1368696382261,[]
"Four Culinary Arts program students from Moraine Park Technical College were among the winners of the 2009-10 scholarships presented by the Wisconsin Restaurant Association Education Foundation (WRA EF).
The winners were honored during a Celebration of Excellence dinner at the Osthoff Resort in Elkhart Lake on Oct. 18. They are Brian Black of Princeton and Jessica Samphere of Fond du Lac, Bernard and Maureen Schreiner scholarships; Emily Schoofs of West Bend, Aderis DeRosa scholarship; and Tiana Wieck of Sheboygan, Herbert and Nada Mahler Scholarship.
“The Wisconsin Restaurant Association Education Foundation's vision is to advance professionalism through education, scholarships and community involvement to ensure the future success of the food service industry,” said Linda Wilke, Moraine Park economic and workforce development instructor and member of the WRA EF board and scholarship committee. “The WRA EF and the Wisconsin Technical College System have a long-term partnership with this goal in mind. The scholarship winners are the future leaders of the industry.”
The WRA EF awards scholarships based on future plans in the foodservice and hospitality industry, academic records, essays and recommendations from employers and instructors. Scholarships are made possible by generous contributions of individuals in the foodservice industry.
To learn more about Moraine Park’s Culinary Arts program, go to and click on Academics.
Moraine Park Technical College’s 29-year-old peer-tutoring program infuses grant dollars to...
“London was one of the most memorable times of my life. I enjoyed every minute of it. It&rs...",http://anythinghollywood.com/2012/10/eva-longoria-mark-sanchez-call-quits/,2013-05-18 10:53:22,CC-MAIN-2013-20,1368696382261,[]
"While on the internets today I found that Mr. Level-up himself, N'Gai Croal, had finally updated his blog and tackled an issue that has been setting the game blogs ablaze: (note: I refuse to use the word blogosphere it is the most idiotic sounding word ever created) the issue of Mirror's Edge and innovation versus execution in video games.
Croal goes on to say.
I finished the game last night and since I got close to the end this past weekend I have been trying to figure out how I am going to score it. It is hard to dislike it because when the game does things right, it REALLY does them right, but the flaws cannot be ignored.
As someone who appreciates when a game designer does something different I want to laud this game as much as I can. On the other side of the coin, as a critic there is no way I can give Mirror's Edge a perfect score because it is far from perfect.
I'm glad that I found this post, it really helped me in my decision. Full review later this week.
The rest of N'Gai's post and something completely different after the break.
The Idea: Game reviewers and game players get so hung up on minutiae-i.e. game controls and combat systems-that too often, they miss what's important and innovative about games. This in turn creates a culture where gamers are searching for aspects of a game to dislike. Instead, what's needed are more critics and gamers who champion particular developers and games.
The Thinkers: Leigh Alexander, Ben Fritz, Keith Stuart
The Sources: Sexy Videogameland, The Cut Scene, Games BlogAdvertisement
The Quotes:.
--Leigh Alexander, Sexy Videogameland
[I]n the case of games that are different in some way (like a new IP, or a sequel from a new developer as in the case of ""Silent Hill: Homecoming""), a lot of videogame critics obsess about the small stuff because they don't like the big picture...?
--Ben Fritz, The Cut Scene
[I]f. For
example, no-one complains that, say, Pan's Labyrinth or Eraser Head
lack the formal, easily recognisable narrative structure of a
conventional movie. Their aspirations exempt them from that
requirement. So should we really be marking Mirror's Edge down for
control issues--a game that aspires to re-interpret the very interface
between player, screen and character? Yes, I know, it's a clumsy
comparison, but the underlying point is--should reviewers just accept
that sometimes incredibly new experiences will lack some of the formal
substance we expect from traditional games? That's what innovation is,
it's leaping out into the unknown.
--Keith Stuart, Games Blog
The Reaction:.
From
where we sit, the core mechanics of Mirror's Edge--the locomotion, or
movement, of the main character--are exceedingly well implemented. The same is true for the twinning of the player and the camera. The shooting mechanics,
however, are shockingly mediocre for a studio whose history and
expertise lie in first-person shooters. As for the hand-to-hand combat,
it's certainly well-animated and pleasing to the eye. Yet it's also
both perfunctory and unforgiving, which means that it's somewhat
satisfying when you get it right and thoroughly irritating when you get
it wrong.
Stuart and Alexander would have us believe that the
fault lies with reviewers and gamers who have disparaged any of the
game's mechanics--movement, shooting or hand-to-hand combat--while
being insufficiently laudatory of the breathtaking way Mirror's Edge
simulates the experience of le parkour. They're wrong and, if we can
turn back a phrase from Fritz, they're wrong in a way that misses the
big picture. Because while the locomotion in Mirror's Edge is
praiseworthy and innovative, the game it's wrapped it not only fails to
amplify and focus said innovation, the game by and large works against
it.
What do we mean by this? Mirror.
Imagine if after crashing in a Burnout
Paradise race, the developers started you over at a standstill rather
than already in motion, and you'll have a sense of how dissatisfying
failure feels in Mirror's Edge. Stuart, for his part, says that there's
just a ""smattering of trial-and-error moments,"" which we'll graciously
chalk up to the superiority of his gaming skills over our own. Still,
the effect of this marrying classic try, die and retry failure states to
a trickier-than-usual platformer is to create an experience that
continuously alternates between elation and frustration, which steadily
erodes the sensation that DICE comes so tantalizingly close to imparting.
This
is why the most satisfying portion by far of Mirror's Edge is the Time
Trials. In this mode, you not only expect trial-and-error, you embrace
it, because you're trying to improve your time. And by taking
manageable portions of each level and isolating them to serve as Time
Trials, you get to know each mini-level well enough that you can
successfully maintain the unbroken chain of continuous motion that is
the best thing about Mirror's Edge. Even within an individual run,
there's still exploration, but it's highly focused on looking for an
aspect of the environment that you hadn't seen previously, an alternate
route that you'd missed, all in hopes of reducing the time that it
takes to get from beginning to end. Forget Madden NFL or NBA 2K: this
is the first game that we genuinely makes us feel like an athlete when
we play it. That's when it's firing on all cylinders, however, and more
often than it should, the Mirror's Edge story mode you feels like
you're shooting blanks.
A number of reviewers have likened
Mirror's Edge to Portal. It's an apt comparison: both are
first-person games that radically innovate on how players can traverse
from Point A to Point B; both games contain movement, platforming,
exploration and combat challenges. Yet the differences between the two are ultimately more
instructive than their similarities. Portal, at its core, is about
solving environmental puzzles in order to get somewhere. Mirror's Edge, by contrast,
is about solving environmental puzzles at top speed in order to get
somewhere as quickly as possible. (Yes, there are a number of
momentum-based obstacles in Portal, but the game is nowhere nearly as
dependent on continuous movement for its pleasures as is Mirror's
Edge.) The paradox is that while most story-based games rely on forward
progression (shuttling you from new environment to new environment)
Mirror's Edge is at its most alive in its circular progression (when
you replay an environment that you're already familiar with), something
which, on your first playthrough, only happens after you fail. That's
not an easy tension to resolve, and it hasn't been resolved.
The tragedy
here is that in the development time allotted, neither DICE nor its
masters at Electronic Arts HQ were able to do what Valve did a year
ago: figure out how to take the essence of Mirror's Edge and turn it
into a game that could be sold for $60. Sure, Valve placed Portal in
the tender, nurturing embrace of Half-Life Episode 2: The Orange Box, but it also
married the innovative portal gun gameplay mechanics to a narrative
structure, enemy placement and level designs that connected its 19
discrete puzzle sequences in a way that felt the whole felt greater
than the sum of its parts. Mirror's Edge does not, and that's what is being
reflected in its reviews. As Penny Arcade's Tycho put it,
""The main problem is that I love what they've done with the art and
with the style of play, but when they start hounding me with these
snipers and S.W.A.T. motherf---ers it quickly becomes a game I don't
want. I guess the idea is to make it more exciting, but I was already
having fun.""
This is, of course, merely one blog's opinion. But.
One more
point. In response the IGN UK review of Mirror's Edge which states ""The
ideas are there for a very cool experience, and I truly hope that a
sequel is spawned, but this first attempt falls just a bit short,"" the
Guardian's Stuart replies:. I felt the same about Killer 7 and Shenmue and the mobile game, Nom - flawed every one of them, but I don't begrudge the creators a single second of the time I spent toiling with imperfections.
Similarly, in a Sexy Videogameland post that went live after the one we cited above, Alexander writes:
.
While taking issue with Stuart's claim that Mirror's Edge is a masterpiece, Variety's Fritz, in a post that went live as we were penning this screed, goes even further in lambasting the IGN reviewer for even bringing up the prospect that a sequel could solve what ails Mirror's Edge. He states:
What I think we both dislike is the cowardly critic, the one who focuses on the details and refuses to engage with the big picture ideas of the game....On the one hand, it's kind of a dismal acceptance of reality--we all know there probably will be a sequel and EA/Dice probably will address specific issues. But that's hardly the most interesting thing about ""Mirror's Edge,"" love it or hate it. This game made some very high level choices and those are what reviewers should be engaging.
First, Fritz's complaint doesn't quite square with the review, whichThe Verdict: Red light. Reviewers aren't perfect, but attempting to police the discourse by insisting on the primacy of innovation over execution is not the answer.
tackles a big picture idea when the reviewer states that there's a
conflict between the openness of the player's abilities and the
sectioned off nature of the world. (You can read the review for
yourself here.) Second, we hate to drag out our old chestnut of a quote,
but we'll do it yet again nonetheless: We see games with our hands. In
other words, not only do mechanics matter (why else would there be a
minor civil war between those who think the floaty physics-based
platforming in LittleBigPlanet is A-OK and those who believe that it
renders the game unplayable?) but mechanics are also improvable, both
between franchises (the cover system innovated in Kill.Switch but
significantly improved in Gears of War) and within the same series (the
cover system as built for the original Gears of War and as subsequently
enhanced for Gears of War 2). To pretend otherwise is to miss a
fundamental aspect of what games are and how sequels, downloadable
content and expansion packs can function in this medium. To let the
tastes of less knowledgeable gamers dictate the dialogue among those
who are more fluent in this burgeoning critical language is to neuter
the conversation. Let's avoid doing either.
And now for something completely different
Warning: This video contains coarse language
Stop watching at 1.43 to avoid this vid's jump on the failboat.",http://aspect9.com/about.html,2013-05-18 10:22:50,CC-MAIN-2013-20,1368696382261,[]
"Dried Sierra Nevada Pond
Alpine Dispatch
A resource for current photography, adventure trip reports, film, gear, book, pub, and restaurant recommendations
Thursday, May 10, 2012
Tuesday, May 8, 2012
Skiing and Climbing Mt. Shasta
Wednesday, April 25, 2012
Spring Skiing Squaw Valley
Saturday, April 21, 2012
Lake Tahoe Paddle Boarding
Thursday, April 19, 2012
Lake Tahoe Spring Backcountry Skiing
Monday, March 19, 2012
Hiking Alpine Meadows
Rewarding powder turns await those willing to hike along the ridges of Alpine Meadows.
Tuesday, March 6, 2012
East Shore Lake Tahoe
Lake Tahoe's east shore offers some of the areas greatest scenery to be enjoyed from a boat or along the majestic rocky lake shore.",http://articles.timesofindia.indiatimes.com/2012-05-16/gadgets-special/31725641_1_dual-sim-expandable-memory-smartphone,2013-05-18 10:17:51,CC-MAIN-2013-20,1368696382261,[]
